"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","uncertainty_z [nm]","detections"
690,25390.37475,22143.20057,-240.33,128.5,212.8,4174,97,12.48,6.02,12.04,1
692,24104.84297,18703.90041,-130.475,116.1,174.5,23660,103,12.48,1.92,3.84,5
693,25410.79874,22140.00033,-251.543,120.7,217.1,7109,100,12.48,4.04,8.08,1
695,25132.06838,20755.30016,109.2,172.9,110.6,1987,116,12.48,8.57,17.14,1
698,24394.85093,19360.49991,-65.5274,108.6,146.1,3469,104,12.48,4.41,8.82,1
698,24104.13041,18700.39991,-137.299,111.1,175,2935,101,12.48,6.05,12.1,1
704,24707.72227,19753.49942,10.6535,118.2,103.2,4991,122,12.48,3.34,6.68,2
705,24325.44643,18910.19933,175.423,203.5,127.8,10902,112,12.48,3.84,7.68,3
706,25164.98935,19276.39925,-56.1116,96.4,131.6,2430,112,12.48,5,10,1
707,24719.6106,19705.79917,33.1415,130.1,100,4542,135,12.48,3.32,6.64,1
707,25036.03971,20153.79917,-1.80808,125.4,123.5,16944,110,12.48,1.74,3.48,3
711,25302.87986,20221.29884,-11.7665,141,148.6,3591,124,12.48,5.38,10.76,1
712,24726.41776,19709.29875,2.5946,118.8,111.6,11401,133,12.48,2.15,4.3,3
713,24650.81599,19067.89867,38.7992,145,120,8548,53,12.48,2.66,5.32,3
715,26468.70793,20042.69851,-181.495,89.6,184,2801,87,12.48,5.9,11.8,1
715,25121.59787,20734.89851,99.9746,164.7,99.3,6553,108,12.48,3.57,7.14,2
716,24408.97167,19016.89842,250.389,240.8,148,14675,111,12.48,3.47,6.94,2
717,24687.49818,19851.79834,50.0602,138.9,98.5,10715,128,12.48,2.38,4.76,3
717,23412.53477,17411.69834,-281.337,111.4,229.5,33145,106,12.48,2.2,4.4,7
718,24797.75024,19529.19826,-335.627,133.8,257.6,8547,107,12.48,4.51,9.02,1
720,25119.05646,20727.29809,80.6615,158.4,106,3313,104,12.48,4.88,9.76,1
720,24934.82846,19526.09809,-70.9948,106.3,147.3,3120,118,12.48,4.92,9.84,1
721,24765.1312,19767.09801,-31.6698,143.1,159.7,23391,105,12.48,1.8,3.6,3
724,24846.93066,19518.49776,-25.4084,138.8,152.9,12264,70,12.48,2.47,4.94,3
724,25192.92973,20750.59776,45.1149,148.2,120.2,5208,100,12.48,4.12,8.24,2
725,23419.54454,17425.09768,-297.509,117.7,237.9,29693,105,12.48,2.77,5.54,9
728,24662.09214,19197.89743,-32.8704,160.6,176.5,15880,96,12.48,2.71,5.42,3
729,25116.71744,20710.79735,61.9996,156.7,121.9,5371,133,12.48,3.84,7.68,1
731,24436.81106,19562.79718,80.7362,163.7,119.9,3503,112,12.48,5.25,10.5,1
731,24683.43066,19075.19718,10.837,120.6,106.7,2542,151,12.48,5.15,10.3,1
732,24554.27779,18959.9971,43.297,156.4,138.3,18478,101,12.48,2.03,4.06,3
733,25150.85925,20750.99702,110.082,171,104,3122,110,12.48,5.59,11.18,1
735,25168.33661,20858.89685,100.735,166.8,104.1,7622,116,12.48,3.35,6.7,2
735,23419.44085,17415.49685,-272.477,102.7,224.3,16935,102,12.48,3.19,6.38,5
742,23412.42795,17394.79627,-266.813,110.6,223.2,25760,105,12.48,2.8,5.6,9
743,25594.8131,22212.99619,-43.3782,115.2,139.7,24436,121,12.48,1.58,3.16,5
744,24843.26835,20361.99611,84.5691,165.6,120.6,11604,134,12.48,2.69,5.38,2
745,24458.35053,19756.89602,234.36,226.2,167.9,4976,107,12.48,6.56,13.12,1
745,25193.63667,20540.29602,46.5058,144.5,112.5,22557,103,12.48,1.64,3.28,5
748,24863.18406,20415.99577,90.8373,166.9,116.8,3751,126,12.48,5.17,10.34,1
749,25597.149,22202.99569,-45.2097,117.6,143,10515,111,12.48,2.63,5.26,3
752,23793.68535,17953.29544,-213.696,114.2,201.8,47959,104,12.48,1.57,3.14,10
753,24572.46251,19189.39536,10.3624,123.5,111.5,5653,111,12.48,3.24,6.48,2
753,24684.54385,19813.99536,38.4469,138.6,109.3,27048,112,12.48,1.55,3.1,8
754,25165.79228,20531.39528,62.1695,153.7,115.6,6601,95,12.48,3.43,6.86,2
756,25313.032,20730.19511,87.7712,161.4,105.8,8474,109,12.48,2.96,5.92,2
757,24662.89902,18992.79503,-50.1481,103.8,134.2,1612,103,12.48,7.18,14.36,1
759,24674.88918,18996.99486,-52.0068,99.4,131.6,9445,106,12.48,2.56,5.12,4
759,25192.92245,20579.99486,73.4372,159,115.7,9348,104,12.48,3.1,6.2,3
762,24564.02659,19571.19462,29.7706,134.7,111,4400,113,12.48,3.57,7.14,1
763,24606.50145,19410.09453,-267.294,119.3,224.1,2467,95,12.48,9.54,19.08,1
764,24615.34175,19696.09445,22.295,146,135.5,15516,97,12.48,2.28,4.56,4
764,23794.90224,17950.89445,-206.126,114.7,199,29089,99,12.48,1.87,3.74,5
768,24573.37392,19613.59412,24.8186,144.5,131.2,6556,108,12.48,3.12,6.24,1
769,24688.80835,19820.69404,31.0664,131.6,104.9,5524,108,12.48,3.72,7.44,3
770,25139.36905,20529.99395,77.8807,162.9,121.3,8106,104,12.48,3.26,6.52,2
774,25327.45759,20639.29362,44.2065,153.3,131.3,12793,96,12.48,2.49,4.98,3
777,25219.64345,20818.79338,189.642,207.2,155.5,9719,103,12.48,3.46,6.92,1
778,25332.33427,20637.09329,35.4963,148.1,129,9735,99,12.48,2.96,5.92,3
779,24788.89705,19323.09321,-49.9987,129.4,154.9,4407,95,12.48,4.2,8.4,1
781,24547.56101,18944.29304,-18.156,127,136.8,4524,118,12.48,4.68,9.36,2
785,24815.11247,20559.59271,106.691,169.7,104.8,7874,119,12.48,3.36,6.72,2
786,25048.4203,20957.79263,101.705,167.3,104.7,3463,112,12.48,5.07,10.14,1
795,25004.62236,20181.09189,-20.5572,138.2,150.2,13970,100,12.48,2.4,4.8,3
806,24491.26109,19503.89098,65.0192,153.4,112.4,1794,96,12.48,7.72,15.44,1
813,24622.85106,19513.3904,137.462,186,117.1,17677,108,12.48,2.29,4.58,3
814,24994.15206,19525.19031,-147.12,74.6,163.7,2935,100,12.48,4.86,9.72,1
816,24485.97503,19486.29015,62.5908,153.5,115,4177,116,12.48,4.26,8.52,1
816,24711.3571,20109.99015,90.0512,159,97.9,3107,142,12.48,5.43,10.86,1
818,25100.33891,20691.18998,178.687,204.7,123.6,38889,101,12.48,1.8,3.6,8
818,24761.96096,20103.08998,55.7392,148.1,110.8,26115,115,12.48,1.71,3.42,8
827,24742.24577,20110.48924,56.4245,147.5,109,3830,128,12.48,4.36,8.72,1
827,25169.53685,20684.28924,138.182,186,115.2,10804,102,12.48,3.24,6.48,3
831,25265.96865,20756.48891,97.0182,164.9,104.3,6859,97,12.48,3.83,7.66,3
834,24816.93134,19270.78866,-51.4972,97.1,129.6,13502,93,12.48,1.77,3.54,3
835,25255.09502,20755.68858,100.166,166.2,103.9,4203,102,12.48,5.13,10.26,2
839,25260.37816,20765.68825,128.902,177.6,98.8,4368,104,12.48,5.31,10.62,2
844,24805.44677,19308.68783,-70.7764,100,143.2,25613,88,12.48,1.37,2.74,5
847,25458.83059,21959.08758,-136.911,121.3,178.3,5110,114,12.48,4.33,8.66,1
848,24815.09936,20126.7875,22.2417,122.6,99.7,3055,93,12.48,3.86,7.72,1
850,24812.45695,19281.18734,-55.7572,95.5,131.1,7986,98,12.48,2.38,4.76,2
852,24763.27488,20134.48717,64.0836,142.7,92.3,17181,150,12.48,1.86,3.72,4
853,24812.45633,19286.88709,-50.744,103,134.4,43049,82,12.48,1.04,2.08,10
857,24818.34917,20130.98676,94.0743,175.7,145.6,2081,117,12.48,9.88,19.76,1
859,24759.10721,20144.18659,62.2588,155.6,120.6,44067,113,12.48,1.3,2.6,9
859,25167.19305,20522.78659,11.0826,130.8,121.4,29665,104,12.48,1.48,2.96,9
860,24171.67068,18988.58651,-156.793,121.7,184.1,9051,106,12.48,3.41,6.82,2
867,24785.83029,19330.08593,27.9877,128.7,103.6,1545,90,12.48,6.81,13.62,1
870,23581.69191,17505.28568,-323.36,130,251.9,26911,113,12.48,2.46,4.92,3
870,24741.22068,19820.48568,-265.943,128.3,224.3,2489,94,12.48,9.71,19.42,1
874,24958.57433,20624.88535,23.0425,133.8,116.2,2352,126,12.48,6.03,12.06,1
874,23549.47913,17443.28535,-232.839,109.8,209.1,5155,114,12.48,4.93,9.86,1
874,24759.30732,19243.08535,-27.5096,108.6,124.2,1964,143,12.48,6.48,12.96,1
877,24976.05149,20628.6851,54.8919,147,109.9,6165,108,12.48,3.49,6.98,2
878,23934.2943,18073.18502,-262.144,110.8,221.4,30742,117,12.48,2.08,4.16,5
878,24360.56922,19029.88502,131.663,180.4,104.3,3004,117,12.48,6.26,12.52,1
880,24386.58225,19049.18485,116.074,175.9,112.8,3123,100,12.48,5.82,11.64,1
882,24423.06162,19079.08469,98.6129,173.5,130.3,5644,105,12.48,4.81,9.62,2
883,23973.31342,18217.08461,-301.428,114.7,239.9,29321,115,12.48,2.11,4.22,3
883,24745.38419,19559.18461,-10.5978,115.5,118.9,9546,109,12.48,2.4,4.8,3
885,24628.83137,18969.08444,43.7125,151.1,128.1,9684,100,12.48,2.74,5.48,2
887,23969.3496,18182.58427,-264.579,115,223,39622,124,12.48,1.78,3.56,5
888,24751.37843,19552.08419,-25.5422,113.4,127.9,1744,105,12.48,6.86,13.72,1
889,24499.98272,19104.68411,26.889,138.4,119.7,10187,140,12.48,2.54,5.08,2
892,23979.1036,18237.78386,-280.772,123.7,231.1,22092,130,12.48,2.38,4.76,2
892,24656.77404,19411.18386,-252.687,146.8,217.5,3917,98,12.48,6.91,13.82,1
893,24521.21942,19156.98378,23.1716,134.7,117.6,13949,126,12.48,2.1,4.2,3
895,25303.24804,18984.88361,-178.399,97.9,185.8,7996,94,12.48,3.37,6.74,2
898,24018.0209,18302.58336,-191.485,112,193.7,4795,97,12.48,4.6,9.2,1
899,24513.19058,19239.68328,-114.09,151.3,181.6,18949,119,12.48,2.47,4.94,3
904,24519.59129,19157.48287,50.7067,148,115.6,3628,101,12.48,4.43,8.86,1
904,24006.13069,18291.98287,-210.791,94.9,197.4,5178,105,12.48,5.22,10.44,2
909,24579.03502,19157.38245,111.902,178.4,130.7,6349,117,12.48,3.85,7.7,1
909,24865.89417,19237.78245,-110.901,99.5,161.2,13102,114,12.48,2.14,4.28,2
910,24035.90264,18313.48237,-227.601,119.8,208,8305,106,12.48,4.71,9.42,3
912,24491.23904,19104.78221,11.4428,129.4,119.5,6106,144,12.48,3.56,7.12,2
913,24728.1034,19906.28212,26.428,146.3,133.6,2541,104,12.48,6.37,12.74,1
916,25054.99823,20493.28188,62.6461,168.2,151.6,8797,98,12.48,3.55,7.1,2
918,25172.66798,20716.38171,160.019,194.8,164.8,32963,107,12.48,1.81,3.62,3
921,24354.86984,19152.88146,-55.8989,157,177.5,6845,113,12.48,4.84,9.68,2
924,24354.15791,19213.38121,51.4667,156,131.6,2659,117,12.48,6.67,13.34,1
928,24692.12857,19194.38088,-20.2776,120.8,132,1908,118,12.48,7.11,14.22,1
933,23579.74812,17376.28047,-290.479,115.9,235,33682,102,12.48,2.33,4.66,8
936,24420.30678,19181.18022,-201.212,99.8,195.1,8660,122,12.48,3.08,6.16,1
937,24393.98828,19004.88014,-295.445,114.7,237.1,2975,98,12.48,8.73,17.46,1
942,27345.90299,20550.47972,-326.616,161.8,252.1,3390,101,12.48,9.84,19.68,1
943,23578.01859,17375.37964,-288.539,115.3,234.1,29920,107,12.48,2.37,4.74,6
944,25435.64219,21002.47956,163.316,195.8,109.6,2187,106,12.48,8.89,17.78,1
948,24936.50848,20538.27923,-5.16333,121.6,122.4,2564,107,12.48,5.15,10.3,1
949,24632.47619,19926.77914,80.3452,158.2,108,1436,96,12.48,9.41,18.82,1
950,23567.55079,17365.67906,-280.378,107.3,229.2,4497,109,12.48,6.04,12.08,1
951,24936.30463,20536.47898,6.71495,127.6,121.1,29954,110,12.48,1.46,2.92,9
951,24668.75233,19909.87898,91.5926,163.6,108.6,1794,103,12.48,8.33,16.66,1
953,24589.08576,19918.87881,119.691,175.4,105.9,5002,108,12.48,5.58,11.16,3
954,24288.20353,18652.47873,-150.538,112.9,180.4,1753,100,12.48,9.62,19.24,1
957,24604.42879,19907.37848,62.3006,160,131.1,1745,111,12.48,9.54,19.08,1
958,24302.83526,18629.8784,-97.4622,99.8,156.1,2899,102,12.48,6.38,12.76,2
959,24636.84356,19927.77832,68.5552,152.7,108.1,1315,103,12.48,10,20,1
961,24319.19465,18585.47815,-100.562,105.3,160.2,1438,103,12.48,9.65,19.3,1
961,24939.04615,20554.37815,30.4987,139.6,119.6,14764,117,12.48,2.33,4.66,5
962,27135.86063,19512.27807,-91.8181,85.7,144.9,1265,86,12.48,8.15,16.3,1
963,24633.08297,19930.27799,51.7317,145,109.7,1427,97,12.48,8.71,17.42,1
964,24586.74632,19320.2779,-325.218,102.8,249.4,5103,111,12.48,6.07,12.14,1
965,24577.09269,19146.57782,-88.6772,109.5,157.8,10690,115,12.48,2.52,5.04,2
965,24590.81072,19896.27782,81.078,160.1,111.5,3166,107,12.48,6.55,13.1,2
969,24570.79173,19139.27749,-74.9198,116.9,156.7,6763,127,12.48,3.15,6.3,1
969,24203.75835,18375.77749,-164.79,110.4,184.5,8022,111,12.48,3.11,6.22,1
969,24635.52048,19885.87749,32.4254,136.2,112.1,1352,118,12.48,9.28,18.56,1
971,24199.4901,18384.47732,-160.408,107.6,182.3,7681,110,12.48,3.13,6.26,1
971,24627.89894,19925.07732,32.4389,146.7,129.6,4603,108,12.48,5.55,11.1,3
975,24431.3747,19056.87699,96.7484,164.1,103.5,9852,112,12.48,2.98,5.96,3
978,24621.39413,19939.77674,79.9181,161,115.6,9890,118,12.48,3.88,7.76,6
979,24441.12891,19061.67666,97.3997,165.4,106.8,13846,115,12.48,2.37,4.74,3
979,23720.57695,17510.97666,-271.443,110,225.8,3240,138,12.48,8.45,16.9,1
985,25034.96572,20491.97617,53.1294,144.5,107.4,13071,113,12.48,2.16,4.32,3
989,25058.43796,20535.57583,125.552,179.9,113.8,14291,100,12.48,3.04,6.08,6
990,24348.55536,19254.37575,104.34,168.9,107.7,7714,96,12.48,3.62,7.24,3
999,24637.64816,19800.27501,43.2389,143.2,114.5,12207,105,12.48,2.29,4.58,3
1002,24371.21301,19519.47476,136.25,188.2,145.6,11040,101,12.48,3.63,7.26,3
1008,25174.1735,20524.27426,29.5699,133.1,109.8,9362,109,12.48,2.36,4.72,2
1012,25165.02731,21048.87393,47.0718,137.3,100.5,5743,133,12.48,3.47,6.94,2
1012,25174.27428,20510.57393,9.62584,121.3,110.1,4693,107,12.48,3.1,6.2,1
1013,24913.02191,20465.97385,73.2908,153.6,105.3,14138,106,12.48,2.4,4.8,5
1016,25161.26673,21075.0736,82.0486,157.5,104.5,6812,104,12.48,3.34,6.68,2
1017,24590.08861,19482.07352,20.8936,122.1,101.6,17838,130,12.48,1.6,3.2,4
1019,24291.23848,19030.77335,169.443,199.7,145.7,2590,102,12.48,8.95,17.9,1
1021,24303.43186,18989.67319,106.422,169.8,107.6,1936,95,12.48,7.91,15.82,1
1022,24587.03912,19471.7731,14.0625,122.7,108.3,4604,111,12.48,3.69,7.38,2
1022,25163.90747,21071.0731,68.3592,149.3,101.9,5912,99,12.48,3.44,6.88,2
1023,24292.05057,18974.27302,117.046,178.6,124.2,9438,110,12.48,4.01,8.02,4
1024,24553.70898,19772.57294,-15.8807,146,157.2,4298,103,12.48,4.78,9.56,1
1025,24899.70785,20462.97285,72.7483,150.2,98.8,14549,122,12.48,2.04,4.08,3
1026,24563.87007,19655.47277,-209.962,126.8,202,6694,127,12.48,4.22,8.44,1
1026,25157.5049,21070.27277,61.5213,146.4,102.6,23333,122,12.48,1.61,3.22,5
1027,24524.95131,19882.47269,74.6342,153.8,104.7,8463,136,12.48,2.56,5.12,1
1028,24350.27492,19010.47261,110.215,171,106.6,15027,105,12.48,2.57,5.14,5
1032,24896.3531,20464.47227,67.803,145.3,94.6,7631,117,12.48,2.79,5.58,2
1033,24486.43798,19799.77219,57.8242,157.9,130.6,1920,118,12.48,8.84,17.68,1
1035,25159.73856,21073.17203,80.3054,156.2,104,21728,122,12.48,1.9,3.8,6
1036,24906.92023,20470.57194,53.4759,141.3,101.4,3121,107,12.48,4.5,9,1
1037,24443.75885,19808.07186,152.715,193.4,150.2,6735,118,12.48,4.29,8.58,1
1038,24906.61497,20488.57178,93.4319,162.5,104.2,3321,91,12.48,4.81,9.62,1
1039,24422.11444,18952.6717,62.8578,148.1,105,3588,126,12.48,4.5,9,1
1039,24201.60989,19671.1717,194.543,208.9,154.2,3314,121,12.48,8.38,16.76,1
1041,25159.43247,20729.87153,150.245,189,107.2,7494,110,12.48,3.9,7.8,2
1042,24421.40252,18917.57145,65.9987,147.7,101.3,24362,112,12.48,1.53,3.06,5
1042,24811.90896,20183.97145,22.9358,137.3,122.2,4737,124,12.48,4.47,8.94,2
1043,24919.51904,20703.67136,-294.1,102.2,235.1,2843,115,12.48,9.18,18.36,1
1043,24370.28996,19622.07136,68.5019,162.4,132,3408,130,12.48,7.46,14.92,2
1048,24451.98739,18895.07095,104.11,165.1,97.8,2657,104,12.48,5.85,11.7,1
1049,25195.40252,20729.07087,85.3933,158.2,103.2,3163,102,12.48,4.98,9.96,1
1051,24934.65801,20050.4707,6.77034,116.5,106.6,4476,103,12.48,3.51,7.02,2
1051,25191.54073,20720.1707,92.8961,163.7,108.2,8696,103,12.48,3.26,6.52,3
1057,24090.43935,18112.9702,-192.901,84.3,187.6,2239,115,12.48,7.76,15.52,1
1057,24428.61407,19562.4702,67.9729,158.8,123.1,35515,93,12.48,1.54,3.08,10
1059,24090.8454,18178.77004,-241.567,111,213.4,17983,110,12.48,2.79,5.58,4
1062,25283.50003,21055.26979,-202.228,124.9,199.4,5773,110,12.48,4.46,8.92,1
1065,24096.63621,18189.26954,-212.818,90.5,197.6,7277,98,12.48,3.86,7.72,2
1068,24855.69964,20149.96929,5.63765,127.1,121.9,2801,79,12.48,4.61,9.22,1
1069,24110.15017,18192.56921,-246.492,111.2,215.4,6009,111,12.48,4.54,9.08,1
1071,24843.30198,20145.26905,35.6148,135.1,107.9,3322,108,12.48,4.26,8.52,1
1071,24092.36713,18165.76905,-223.387,92,202.2,4368,113,12.48,6.33,12.66,2
1071,26122.32999,18918.46905,-245.854,121.2,216,5159,88,12.48,6.06,12.12,2
1071,24335.83667,19520.56905,104.89,179.1,149.8,21361,117,12.48,2.53,5.06,5
1072,24642.51054,20158.26896,194.767,210.4,106.7,3863,114,12.48,6.18,12.36,1
1074,24102.01994,18211.3688,-253.947,115.5,219,42991,118,12.48,1.83,3.66,8
1074,24823.38482,20128.3688,57.4787,146.6,107.5,10514,111,12.48,2.57,5.14,3
1075,25243.05456,20576.26871,49.3722,140.5,104.5,3481,127,12.48,4.37,8.74,1
1078,24325.36888,19412.56847,110.554,170.5,104.9,5814,116,12.48,4.25,8.5,2
1079,24823.99348,20116.26838,29.4282,126.6,100.3,8534,136,12.48,2.66,5.32,3
1080,23828.77596,17970.5683,12.5843,156.2,157.8,8945,114,12.48,3.02,6.04,1
1081,24501.97513,18963.56822,-11.1247,108.9,113.1,1302,133,12.48,8.21,16.42,1
1083,24833.03638,20122.16805,27.5831,127.4,103.2,5430,119,12.48,3.33,6.66,2
1084,24082.10132,18153.16797,-228.915,118.5,209.1,3016,110,12.48,7.71,15.42,1
1087,25272.41881,20609.96772,112.488,178.7,133.6,2132,94,12.48,8.65,17.3,1
1088,25055.06412,20760.96764,93.1475,152.4,82.1,1607,104,12.48,7.44,14.88,1
1089,25270.18287,20625.06755,80.0482,164,124.2,6305,114,12.48,3.48,6.96,1
1089,24102.93136,18198.66755,-258.214,117.4,221.2,11835,109,12.48,3.39,6.78,2
1091,24513.45555,19526.86739,139.975,189,142.6,2925,106,12.48,7.61,15.22,1
1091,25304.73156,20597.26739,63.8352,152.4,113.3,6152,103,12.48,3.62,7.24,2
1094,25312.86013,20595.56714,56.3664,150.9,117.4,10089,96,12.48,2.74,5.48,3
1095,24100.49136,18191.06706,-258.173,117.5,221,34311,104,12.48,2.07,4.14,7
1098,25298.93805,20615.16681,67.6274,153.2,111.3,2014,93,12.48,6.91,13.82,1
1100,24859.75761,20386.66664,94.4773,179.4,166,29360,105,12.48,2.06,4.12,5
1101,25325.56056,20593.36656,32.6982,139.2,117.7,28048,102,12.48,1.5,3,7
1103,24108.61891,18164.06639,-245.637,118.9,215.9,7621,113,12.48,4.72,9.44,2
1104,24485.91519,19845.06631,131.95,178.3,98.8,2762,106,12.48,6.27,12.54,1
1106,24107.90698,18188.96615,-257.474,115.6,220.8,14896,113,12.48,3.17,6.34,3
1106,24534.58837,19866.36615,102.007,171.5,120.5,3181,107,12.48,5.87,11.74,1
1107,24426.36818,19585.06606,98.8935,173,130.3,7111,114,12.48,4.07,8.14,2
1107,24814.13102,20132.96606,38.3558,142.5,118.6,13654,112,12.48,2.48,4.96,5
1109,25333.07841,20596.2659,23.391,137.4,122.7,6159,109,12.48,3.51,7.02,2
1110,24089.10738,18201.46581,-256.823,118.6,220.5,6130,104,12.48,5.64,11.28,2
1111,24505.72867,19758.86573,95.1761,167.6,117.3,22023,116,12.48,1.91,3.82,4
1111,27773.159,18076.46573,204.394,216.1,124.6,3112,101,12.48,7.77,15.54,1
1114,24813.92635,20123.66548,42.148,145,119.2,6794,104,12.48,3.71,7.42,3
1114,25296.08952,20584.36548,58.3746,160.3,136,8612,102,12.48,3.26,6.52,2
1115,24432.46343,19576.2654,72.7357,156.3,112.7,5015,103,12.48,4.35,8.7,2
1118,25218.2516,20772.36515,120.812,177.1,112.2,4080,119,12.48,4.99,9.98,1
1118,24477.57987,19681.36515,76.5007,166.5,135.4,20850,107,12.48,2.2,4.4,5
1118,24801.93495,20125.56515,59.0259,149.5,112.4,2526,100,12.48,5.78,11.56,1
1120,24833.94326,20140.56499,15.9766,128,114.7,2529,90,12.48,4.96,9.92,1
1121,24942.6711,20365.5649,-11.477,133,140.8,20899,105,12.48,1.8,3.6,4
1122,25254.22249,20928.66482,165.774,195.8,106.9,9601,107,12.48,4.42,8.84,5
1124,24433.47772,19499.96465,37.2232,151.6,135.8,43318,114,12.48,1.39,2.78,9
1126,24936.16671,20404.36449,-2.08155,142.1,146.6,22753,156,12.48,1.86,3.72,3
1132,24948.05442,20425.36399,24.1714,130.1,110.9,12801,130,12.48,2.11,4.22,3
1132,25306.65376,20952.66399,121.531,171.1,92.7,1502,113,12.48,9.85,19.7,1
1133,24639.44946,19352.26391,-42.6005,143.8,164.9,27568,105,12.48,1.75,3.5,4
1135,24373.01452,19509.46374,198.94,209.4,159.1,3648,102,12.48,7.45,14.9,1
1136,25265.29563,20937.16366,147.77,186.7,103,6247,105,12.48,4.9,9.8,3
1139,24548.70603,19627.06341,59.1686,146.2,105.4,19225,113,12.48,1.66,3.32,3
1139,24476.55938,19052.56341,50.4312,142.8,107.7,7989,99,12.48,2.72,5.44,2
1140,24926.51039,20388.46333,48.5657,147.4,118,8890,153,12.48,2.58,5.16,1
1140,25181.2592,21327.26333,-323.398,139.7,253.1,5151,112,12.48,6.74,13.48,1
1148,24670.74378,19669.86266,-46.2432,116.1,143.5,19154,113,12.48,1.91,3.82,5
1150,25101.38774,20852.2625,106.675,172.5,117.5,13889,109,12.48,2.54,5.08,3
1154,24672.97808,19661.96217,-28.1035,121.4,138.3,6118,125,12.48,3.1,6.2,1
1155,25685.2665,20510.56208,-14.9906,119.3,128,2820,108,12.48,4.91,9.82,1
1156,25182.88173,20866.662,94.2337,162.5,104.2,36563,120,12.48,1.34,2.68,6
1156,23795.9386,17871.762,-189.732,97.1,190.6,2649,103,12.48,6.94,13.88,1
1157,24571.97215,19333.26192,-61.7845,134.9,164,49283,114,12.48,1.34,2.68,9
1159,23805.89625,17868.96175,-204.066,111.4,198.8,20436,115,12.48,2.65,5.3,6
1160,25042.95705,20432.66167,63.0559,141.2,92.8,8043,97,12.48,2.49,4.98,2
1163,25051.28886,20491.96142,1.29035,138.1,139.6,26975,115,12.48,1.89,3.78,9
1166,25118.65899,20880.96117,161.704,193.6,106.1,3262,115,12.48,6.39,12.78,1
1166,23799.79791,17893.96117,-279.534,148.3,230.3,4479,119,12.48,7.08,14.16,1
1168,23774.29213,17866.26101,-223.352,127.3,207.4,3737,102,12.48,6.45,12.9,1
1173,25112.96711,20847.46059,97.4697,171.2,125.9,4036,107,12.48,4.99,9.98,1
1176,26128.60841,17428.56034,119.958,166.3,83,6809,100,12.48,3.93,7.86,4
1177,24010.34192,18470.86026,63.7955,154.9,119.7,1818,117,12.48,8.56,17.12,1
1178,24836.57328,19760.76018,-6.09692,115.1,116.4,2513,102,12.48,4.79,9.58,1
1179,24444.03433,19010.46009,55.6958,140.3,98.4,4853,107,12.48,3.76,7.52,2
1180,24989.60506,20550.76001,49.4616,161,145.5,7406,113,12.48,3.95,7.9,2
1180,24835.86156,19759.26001,0.78177,124.9,123.3,30178,106,12.48,1.4,2.8,8
1182,24962.16859,20588.15984,66.3259,161.7,132.8,29632,117,12.48,1.89,3.78,8
1191,24113.17342,18692.3591,-13.4978,119,126.7,1747,103,12.48,6.98,13.96,1
1192,24957.28901,20635.45901,116.322,176.9,119.4,16465,111,12.48,2.49,4.98,4
1202,24966.12746,20665.45818,120.758,171.6,95.3,10210,103,12.48,2.88,5.76,3
1207,24955.66009,20660.45777,150.749,187.4,101.9,24702,104,12.48,2.08,4.16,7
1209,24688.9203,19143.0576,-8.38268,114.2,117.7,5748,95,12.48,3.34,6.68,3
1213,23752.43564,17768.15727,-81.9993,97.3,148.4,13327,110,12.48,2.22,4.44,4
1215,24958.60528,20698.9571,173.271,201,127.8,43370,103,12.48,1.76,3.52,10
1218,23753.45076,17807.45686,-110.674,118.4,170.3,2967,99,12.48,5.96,11.92,1
1226,24560.37383,19017.75619,-53.2186,113.2,145.1,5433,103,12.48,3.8,7.6,2
1226,25058.89702,20814.15619,162.72,196.7,131.1,27666,110,12.48,2.18,4.36,6
1229,24590.85772,19230.25594,-88.7963,97.2,151.6,2701,131,12.48,5.6,11.2,1
1232,24979.73771,20705.55569,150.854,191.7,126.3,4402,103,12.48,5.19,10.38,1
1233,25099.33836,20854.55561,230.738,223.1,164.7,13507,102,12.48,3.51,7.02,2
1233,24115.90839,18184.95561,-216.118,107.7,203.1,22466,114,12.48,2.22,4.44,4
1235,25285.80147,21011.35544,117.149,181.5,143.5,5164,106,12.48,4.69,9.38,1
1237,24939.80199,20676.45528,129.628,179.9,109.9,3399,97,12.48,5.48,10.96,1
1238,24118.04128,18184.25519,-212.38,104.5,201.2,6227,97,12.48,4.64,9.28,2
1249,25158.47501,20918.25428,118.378,175.3,110.9,8389,106,12.48,3.68,7.36,3
1254,25212.32993,20955.65387,136.47,183.9,114.6,13159,104,12.48,2.76,5.52,3
1266,25222.89544,20953.55287,113.987,175.1,116.9,33371,112,12.48,1.66,3.32,7
1270,24727.21665,19221.35254,-20.8241,112.8,125.3,5702,60,12.48,2.61,5.22,1
1276,24783.71336,19699.75204,-44.548,117.3,144.1,13027,129,12.48,1.93,3.86,1
1279,24739.51022,19694.95179,-60.7786,132.4,162.1,16701,142,12.48,1.93,3.86,1
1280,24653.3405,19566.4517,-282.96,117.3,232.5,32711,115,12.48,1.9,3.8,3
1281,25517.57587,20914.85162,144.548,185.1,103.4,7670,109,12.48,4.14,8.28,3
1282,24999.03432,20308.75154,-52.6693,113.7,145.3,1743,95,12.48,7.5,15,1
1284,24799.56366,19743.85137,-179.364,107.8,189.4,28343,133,12.48,1.69,3.38,3
